plant_code,plant_name
2778,Chatuge
2779,Fontana Dam
2780,Hiwassee Dam
2783,Buxton
2790,R M Heskett
2791,Williston
2801,Jamestown
2811,Grafton
2815,Garrison
2817,Leland Olds
2821,Grand Forks
2822,Harwood
2823,Milton R Young
2824,Stanton
2828,Cardinal
2830,Walter C Beckjord
2831,Dick's Creek
2832,Miami Fort
2835,FirstEnergy Ashtabula
2836,Avon Lake
2837,FirstEnergy Eastlake
2838,FirstEnergy Lake Shore
2840,Conesville
2843,Picway
2847,Tait Electric Generating Station
2848,O H Hutchings
2850,J M Stuart
2851,Monument
2852,Sidney (OH)
2854,Yankee Street
2860,FirstEnergy Mad River
2861,Niles Power Plant
2864,FirstEnergy R E Burger
2866,W H Sammis
2869,West Lorain
2872,Muskingum River
2876,Kyger Creek
2878,FirstEnergy Bay Shore
2880,Richland (OH)
2881,Stryker
2902,Arcanum
2903,Bryan (OH)
2906,Collinwood
2909,West 41st Street
2914,Dover (OH)
2917,Hamilton (OH)
2921,Lebanon
2933,Oberlin (OH)
2935,Orrville
2936,Painesville
2937,Piqua Power Plant
2942,St Marys
2943,Shelby Municipal Light Plant
2945,Anadarko
2950,Enid
2951,Horseshoe Lake
2952,Muskogee
2953,Mustang
2956,Seminole (OK)
2958,Woodward
2963,Northeastern
2964,Southwestern
2965,Tulsa
2966,Weleetka
2975,Cushing
2978,Fairview
2980,Markham
2981,Pensacola
2982,Salina
2984,Keystone Dam
2985,Robert S Kerr
2986,Kingfisher
2987,Webbers Falls
2991,Mangum
2995,Pawhuska
3000,Boomer Lake Station
3003,Fort Gibson
3004,Tenkiller Ferry
3006,Anadarko Plant
3008,Mooreland
3013,Hells Canyon
3014,Oxbow (OR)
3020,Clearwater 1
3021,Clearwater 2
3024,Eagle Point
3025,East Side
3026,Fish Creek
3028,John C Boyle
3029,Lemolo 1
3032,Prospect 1
3033,Prospect 2
3034,Prospect 3
3035,Prospect 4
3036,Slide Creek
3037,Soda Springs
3040,Toketee Falls
3041,Wallowa Falls
3045,Faraday
3047,North Fork
3048,Pelton
3049,River Mill
3050,Round Butte
3053,Sullivan
3067,Carmen Smith
3068,Leaburg
3071,Walterville
3074,Big Cliff
3075,Bonneville
3076,Cougar
3077,Detroit
3078,Dexter
3080,Green Peter
3081,Hills Creek
3082,John Day
3083,Lookout Point
3084,McNary
3096,Brunot Island
3098,Elrama Power Plant
3109,Hamilton (PA)
3110,Hunterstown
3111,Mountain
3112,Orrtanna
3113,Portland (PA)
3114,Shawnee (PA)
3115,Titus
3116,Tolna
3117,York Haven
3118,Conemaugh
3120,Blossburg
3122,Homer City Generating Station
3124,Piney
3130,Seward (PA)
3131,Shawville
3132,Warren
3136,Keystone
3138,New Castle Plant
3139,TalenEnergy Martin Creek LLC Allentown
3140,Brunner Island
3142,TalenEnergy Martins Creek LLC Fishbach
3143,TalenEnergy Martins Creek LLC Harrisburg
3144,TalenEnergy Martins Creek LLC Harwood
3145,Holtwood
3146,TalenEnergy Martins Creek LLC Jenkins
3147,TalenEnergy Martins Creek LLC Lock Haven
3148,TalenEnergy Martins Creek
3149,TalenEnergy Montour
3152,Sunbury Generation LP
3153,Wallenpaupack
3154,TalenEnergy Martins Creek LLC West Shore
3155,PPL Martins Creek LLC Williamsport
3157,Chester Generating Station
3160,Delaware Generating Station
3161,Eddystone Generating Station
3162,Falls
3163,Moser Generating Station
3164,Muddy Run
3166,Peach Bottom
3168,Richmond Generating Station
3169,Schuylkill Generating Station
3170,Southwark
3175,Safe Harbor
3176,Hunlock Power Station
3178,FirstEnergy Armstrong Power Station
3179,Hatfields Ferry Power Station
3181,FirstEnergy Mitchell Power Station
3236,Manchester Street
3250,Darlington County
3251,H B Robinson
3253,Boyds Mill Hydro
3254,Buzzard Roost
3255,Cedar Creek (SC)
3256,Dearborn
3257,Fishing Creek
3258,Gaston Shoals
3259,Great Falls (SC)
3261,Hollidays Bridge Hydro
3262,Jocassee
3264,W S Lee
3265,Oconee
3266,Rocky Creek
3267,Saluda Dam
3270,Wateree Hydro
3271,Wylie
3272,99 Islands
3275,Lockhart
3280,Canadys Steam
3281,Coit GT
3283,Columbia Canal Hydro
3285,Hagood
3286,Hardeeville
3287,McMeekin
3289,Neal Shoals
3290,Parr Hydro
3291,Parr GT
3293,Saluda Lexington
3295,Urquhart
3297,Wateree
3298,Williams
3305,Rocky River (SC)
3317,Dolphus M Grainger
3318,Hilton Head
3319,Jefferies
3320,Myrtle Beach
3321,Spillway
3323,J Strom Thurmond
3325,Ben French
3338,Aberdeen CT
3341,Clark (SD)
3342,Faulkton
3343,Highmore
3344,Huron
3346,Mobile Unit
3347,Redfield
3352,Lake Preston
3356,Oahe
3373,Fort Randall
3375,Big Bend Dam
3393,Allen
3394,Apalachia
3395,Boone Dam
3396,Bull Run
3397,Cherokee Dam
3398,Chickamauga
3399,Cumberland (TN)
3400,Douglas Dam
3401,Fort Patrick Henry
3402,Fort Loudoun
3403,Gallatin (TN)
3404,Great Falls (TN)
3405,John Sevier
3406,Johnsonville
3407,Kingston
3408,Melton Hill
3409,Nickajack
3411,Norris Dam
3412,Ocoee 1
3413,Ocoee 2
3414,Ocoee 3
3415,Pickwick Landing Dam
3416,South Holston
3417,Tims Ford
3418,Watauga
3420,Watts Bar Hydro
3421,Wilbur
3423,Cordell Hull
3424,Dale Hollow
3426,Old Hickory
3428,J P Priest
3437,Eagle Pass
3439,Laredo
3441,Nueces Bay
3443,Victoria
3452,Lake Hubbard
3453,Mountain Creek
3456,Newman
3457,Lewis Creek
3459,Sabine
3460,Cedar Bayou
3464,Greens Bayou
3468,Sam Bertron
3469,T H Wharton
3470,W A Parish
3476,Knox Lee
3477,Lone Star
3478,Wilkes
3482,Jones
3483,Moore County
3484,Nichols
3485,Plant X
3487,Riverview
3490,Graham
3491,Handley
3492,Morgan Creek
3494,Permian Basin
3497,Big Brown
3502,Lake Creek
3504,Stryker Creek
3507,Trinidad (TX)
3508,Valley (TX)
3548,Decker Creek
3557,Morris Sheppard
3559,Silas Ray
3561,Bryan (TX)
3576,Ray Olinger
3581,Abbott TP 3
3582,Dunlap TP 1
3583,H 4
3584,H 5
3585,Nolte
3586,TP 4
3594,Austin
3595,Buchanan Dam (TX)
3597,Granite Shoals
3598,Inks
3599,Marble Falls
3600,Marshall Ford
3601,Sim Gideon
3602,Ty Cooke
3604,J Robert Massengale
3609,Leon Creek
3611,O W Sommers
3612,V H Braunig
3624,Weatherford
3627,North Texas
3628,R W Miller
3630,Pearsall
3631,Sam Rayburn
3643,Upper Beaver
3644,Carbon
3646,Cutler Hydro
3648,Gadsby
3651,Granite
3655,Olmstead
3656,Pioneer
3658,Snake Creek
3659,Stairs
3661,Weber
3665,Bountiful City
3666,Brigham City
3675,Hydro III
3676,Manti Upper
3686,Provo
3688,Bartholomew
3691,Spanish Fork
3697,Gateway
3698,Wanship
3699,Boulder
3704,Uintah
3708,Ascutney
3709,Smith (VT)
3710,Cavendish
3711,Clark Falls
3712,Fairfax Falls
3714,Glen
3716,Lower Middlebury
3717,Milton
3720,Peterson
3722,Pittsford
3723,Rutland
3724,Salisbury
3725,Silver Lake (VT)
3728,Weybridge
3731,Newport
3734,Berlin 5
3735,Colchester 16
3737,Essex Junction 19
3739,Marshfield 6
3740,Middlesex 2
3743,West Danville 15
3745,Bellows Falls
3746,Harriman
3750,Canaan
3751,Vermont Yankee
3753,West Charleston
3754,Burlington GT
3762,Great Falls (VT)
3764,Morrisville
3765,Cadys Falls
3772,Buck Hydro
3773,Byllesby 2
3774,Claytor
3775,Clinch River
3776,Glen Lyn
3777,Leesville
3778,Niagara
3779,Reusens
3780,Smith Mountain
3782,Bayview
3785,Tasley
3788,Potomac River
3789,Luray Hydro Station
3790,Newport Hydro Station
3796,Bremo Bluff
3797,Chesterfield
3798,Cushaw
3799,Low Moor
3800,Northern Neck
3803,Chesapeake
3804,Possum Point
3806,Surry
3809,Yorktown
3821,Snowden
3823,West Spring Street
3825,Pinnacles
3826,Martinsville
3827,Radford
3833,John H Kerr
3834,Philpott Lake
3845,Transalta Centralia Generation
3847,Merwin
3850,Swift 1
3852,Yale
3853,Crystal Mountain
3854,Electron
3855,Lower Baker
3860,Snoqualmie
3861,Upper Baker
3866,Little Falls (WA)
3867,Long Lake
3868,Meyers Falls
3869,Nine Mile
3878,Yelm
3883,Rocky Reach
3886,Wells
3887,Priest Rapids
3888,Wanapum
3891,Box Canyon
3895,The Dalles
3913,Alder
3914,Cushman 1
3915,Cushman 2
3916,LaGrande
3917,Mayfield
3918,Mossyrock
3921,Chief Joseph
3925,Ice Harbor
3926,Little Goose
3927,Lower Monumental
3929,Packwood
3935,John E Amos
3936,Kanawha River
3938,Philip Sporn
3942,FirstEnergy Albright
3943,FirstEnergy Fort Martin Power Station
3944,FirstEnergy Harrison Power Station
3945,FirstEnergy Rivesville
3946,FirstEnergy Willow Island
3947,Kammer
3948,Mitchell (WV)
3954,Mt Storm
3971,Biron
3972,Du Bay
3973,Stevens Point
3974,Wisconsin Rapids
3975,Whiting
3976,Gordon
3982,Bay Front
3983,Big Falls
3984,Northern States Flambeau
3986,Ladysmith Dam
3988,Thornapple
3989,White River (WI)
3991,Fitchburg
3992,Blount Street
3993,Sycamore (WI)
3995,Arpin Dam
3998,Cedar Falls (WI)
4000,Chippewa Falls
4002,Dells
4005,French Island
4007,Holcombe
4008,Jim Falls
4009,Menomonie
4011,St Croix Falls
4012,Trego
4014,Wheaton
4015,Wissota
4018,Clam River Dam
4019,Danbury Dam
4020,Frederic Diesel
4021,Grantsburg Diesel
4040,Port Washington Generating Station
4041,South Oak Creek
4042,Valley (WI)
4043,Appleton
4044,Oconto Falls Upper
4045,Pine
4046,Point Beach Nuclear Plant
4050,Edgewater
4053,Kilbourn
4054,Nelson Dewey Generating Station
4056,Prairie Du Sac
4057,Rock River
4059,Sheepskin
4060,Alexander
4061,Caldron Falls
4063,Grandfather Falls
4064,Hat Rapids
4065,High Falls (WI)
4067,Johnson Falls
4068,Merrill
4071,Potato Rapids
4072,Pulliam
4074,Sandstone Rapids
4075,Tomahawk
4076,West Marinette
4077,Wausau
4078,Weston
4079,Castle Rock
4080,Petenwell
4100,Arcadia Electric
4102,Barron
4107,Cashton
4112,Cumberland (WI)
4113,Elroy
4114,Fennimore
4118,Kaukauna Gas Turbine
4119,Little Chute
4120,New Badger
4121,Old Badger
4122,Rapide Croche
4124,La Farge
4125,Manitowoc
4127,Menasha
4130,New Lisbon
4139,Viola
4140,Alma
4142,Flambeau Hydroelectric Station
4143,Genoa
4146,E J Stoneman Station
4147,Stiles
4148,Washington Island
4150,Neil Simpson
4151,Osage (WY)
4158,Dave Johnston
4162,Naughton
4176,Fremont Canyon
4177,Glendo
4178,Guernsey
4180,Kortes
4182,Seminoe
4183,Shoshone (WY)
4185,Fontenelle
4195,Powerlane Plant
4201,Combined Locks
4204,Island Park
4213,PHP 1
4214,PHP 2
4251,Logan City
4256,Walnut
4257,Easton 2
4258,Greenup Hydro
4259,Endicott Station
4263,Echo Dam
4266,Spencer
4270,Waterford 3
4271,John P Madgett
4937,Thomas C Ferguson
4939,Barney M Davis
4940,Riverside (OK)
4941,Navajo
5083,Cumberland (NJ)
6000,Donald C Cook
6001,Joseph M Farley
6002,James H Miller Jr
6004,Pleasants Power Station
6006,Racine
6008,Palo Verde
6009,White Bluff
6011,Calvert Cliffs Nuclear Power Plant
6012,Sherman
6013,Olive
6014,Brunswick Nuclear
6015,Harris (NC)
6016,Duck Creek
6017,Newton
6018,East Bend
6019,W H Zimmer
6020,Perry
6021,Craig (CO)
6022,Braidwood Generation Station
6023,Byron Generating Station
6026,LaSalle Generating Station
6030,Coal Creek
6031,Killen Station
6034,Belle River
6035,Greenwood (MI)
6036,Catawba
6038,McGuire
6040,Beaver Valley
6041,H L Spurlock
6042,Manatee
6043,Martin
6045,St Lucie
6046,DeBary
6047,Deerfield 2
6049,West Tisbury Generating Facility
6051,Edwin I Hatch
6052,Wansley
6055,Big Cajun 2
6056,Kahului
6058,Cascade Creek
6060,Coachella
6061,R D Morrow
6063,Electrifarm
6064,Nearman Creek
6065,Iatan
6068,Jeffrey Energy Center
6071,Trimble County
6072,Grand Gulf
6073,Victor J Daniel Jr
6074,Greenwood (MO)
6076,Colstrip
6077,Gerald Gentleman
6081,Stony Brook
6082,Somerset Operating Co LLC
6083,Deerfield 3
6085,R M Schahfer
6086,Cornell
6087,Wallace Dam
6088,North Loop
6089,Lewis & Clark
6090,Sherburne County
6092,Spirit Mound
6094,FirstEnergy Bruce Mansfield
6095,Sooner
6096,Nebraska City
6098,Big Stone
6099,Diablo Canyon
6100,Helms Pumped Storage
6101,Wyodak
6103,TalenEnergy Susquehanna
6105,Limerick
6106,Boardman
6110,James A Fitzpatrick
6112,Fort St Vrain
6113,Gibson
6115,Seabrook
6118,PSEG Hope Creek Generating Station
6119,Deerfield 4
6120,Whitehorn
6122,R E Ginna Nuclear Power Plant
6124,McIntosh
6125,Shrewsbury
6126,Fairfield Pumped Storage
6127,V C Summer
6128,Amistad Dam & Power
6130,Carters
6131,Jones Bluff
6132,Richard B Russell
6133,West Point (GA)
6136,Gibbons Creek
6137,A B Brown
6138,Flint Creek
6139,Welsh
6140,Clarence Cannon
6141,Harry Truman
6142,Ozark
6145,Comanche Peak
6146,Martin Lake
6147,Monticello
6149,Davis Besse
6150,Bellefonte
6151,Raccoon Mountain
6152,Sequoyah
6153,Callaway
6155,Rush Island
6156,New Haven Harbor
6158,New Melones
6159,Crystal
6163,Grand Coulee
6165,Hunter
6166,Rockport
6167,Bath County
6168,North Anna
6170,Pleasant Prairie
6171,Laurel Dam
6172,Libby
6174,Lost Creek
6175,Lower Granite
6177,Coronado
6178,Coleto Creek
6179,Fayette Power Project
6180,Oak Grove (TX)
6181,J T Deely
6183,San Miguel
6188,Harris Dam
6189,Rocky Mountain Hydroelectric Plant
6190,Brame Energy Center
6193,Harrington
6194,Tolk
6195,John Twitty Energy Center
6196,W E Warne
6200,Rock Island
6202,Ross
6204,Laramie River Station
6206,Tacoma
6207,Ames Hydro
6208,Mount Elbert
6210,Northeast (WA)
6211,Dynegy Oakland Power Plant
6213,Merom
6220,Durant
6223,Empire Energy Center
6225,Jasper 2
6229,Mobile
6231,Apple River
6238,Pearl Station
6243,Dansby
6246,Putnam
6248,Pawnee
6249,Winyah
6250,Mayo
6251,South Texas Project
6253,Germantown
6254,Ottumwa
6257,Scherer
6258,Wilson
6264,Mountaineer
6280,Ozark Beach
6281,Kodiak Microgrid
6282,Port Lions Microgrid
6283,Seldovia
6285,North Pole
6286,Fairbanks
6288,Healy
6291,Cooper Lake
6292,Bernice Lake
6293,International
6299,Unalakleet
6301,Naknek
6302,Purple Lake
6304,Kotzebue Hybrid
6305,Glennallen
6306,Valdez
6311,Chevak
6314,Emmonak
6319,Hooper Bay
6323,Kiana
6329,Mountain Village
6330,Noorvik
6333,Nunapitchuk
6338,St Marys IC
6341,Selawik
6345,Shishmaref
6348,Togiak
6356,Sixth Street Gas Turbine
6358,Hutchinson Plant #2
6359,Felt
6369,Detour
6373,Rokeby
6377,Ocracoke Hybrid
6378,Dwight
6379,Indian Orchard
6388,Turners Falls
6390,Tangier
6391,Smith Island
6393,Strawberry Creek
6394,Swift Creek
6395,Anderson Ranch
6396,Black Canyon
6397,Boise R Diversion
6398,Minidoka
6400,Canyon Ferry
6402,Elephant Butte
6403,Green Springs
6404,Deer Creek (UT)
6405,Flaming Gorge
6406,Chandler
6407,Roza
6408,Heart Mountain
6409,Alcova
6410,Falcon Dam & Power
6413,Sam Rayburn Dam
6414,Whitney
6415,Broken Bow Dam
6416,Denison
6417,Center Hill
6418,Cheatham
6419,Eufaula Dam
6421,Lemolo 2
6422,Madison Dam
6424,Chelan
6430,Cedar Falls (WA)
6431,Gorge
6432,Diablo
6433,Boundary
6438,Queens Creek
6440,Wilson Dam
6449,Azusa
6450,Proctor
6451,Beldens
6456,Carver Falls
6459,Big Fork
6462,River Bend
6463,Ames GT
6469,Antelope Valley
6474,Port Allen (HI)
6475,Gorge 18
6478,Shipman
6479,San Francisquito 1
6480,San Francisquito 2
6481,Intermountain Power Project
6482,Cline Falls
6483,Mcindoes
6484,Bend
6486,Mill C
6504,Maalaea
6505,Oak Grove
6506,Moyie Springs
6507,Drop 2 (WA)
6508,Drop 3
6510,Brunswick
6513,Fleish
6514,Gabbs
6515,Valencia
6516,Rocky Ford
6517,Keowee
6518,Kings Beach
6519,Vergennes 9
6520,Waterbury 22
6521,Lahontan
6522,Yards Creek Energy
6526,Rainbow Falls Auscble
6527,E J West
6529,Searsburg
6531,Verdi
6532,Washoe
6537,Little Cottonwood
6543,Dam No. 4 Hydro Station
6544,Dam No. 5 Hydro Station
6546,Millville Hydro Station
6552,Foster
6553,Little Mountain
6554,Waverly Municipal Electric North Plant
6555,McGrath
6558,D G Hunter
6559,George M Sullivan Generation Plant 2
6560,London
6561,Marmet
6562,Winfield
6563,Unionville
6565,Berlin
6566,Bethel
6567,Block Island
6579,Johnson
6580,Beaver Falls
6581,Silvis
6584,Stock Island
6586,Wilkins Station
6594,Rockport
6595,Toledo Bend
6598,South Norwalk Electric
6612,Union Valley
6618,Highgate Falls
6619,Burlington (CO)
6623,Fort Peck
6624,Gavins Point
6635,A L Pierce
6636,Lake Lynn Hydro Station
6637,Yakutat
6639,R D Green
6641,Independence Steam Electric Station
6643,Greg Avenue
6644,Lake Mathews
6645,Foothill Feeder
6646,San Dimas
6647,Yorba Linda
6648,Sandow No 4
6650,Mexico
6651,Moberly
6652,Moreau
6664,Louisa
6702,Pelican
6704,Pebbly Beach Generating Station Hybrid
6705,Warrick
6741,Rock Lake CT
6761,Rawhide
6768,Sikeston Power Station
6772,Hugo
6776,West Station (NJ)
6789,St Stephen
6791,Augusta Electric Plant No 2
6801,Jarvis Street
6823,D B Wilson
6824,St Bonifacius
7011,Hugoton 2
7012,Lower No 1
7013,East 12th Street
7015,Unit 4
7018,Chanute 3
7028,Whitehead
7030,Major Oak Power
7032,Gravel Neck
7034,Hydro II
7039,Lake (WY)
7040,Ellis Hydro
7042,Humpback Creek
7044,Bates Mill Upper
7048,Hill Mill
7051,Wrightsville Hydro Plant
7056,Bolton Falls
7058,Solon Diesel
7060,Sibley No Two
7063,McIntosh (AL)
7066,Stampede
7072,Mojave Siphon
7079,Upper Salmon B
7080,St George Red Rock
7082,Harry Allen
7097,J K Spruce
7111,Heber City
7112,Centennial
7113,PEC Headworks
7115,Hoist
7116,McClure Dam
7118,Cataract (MI)
7119,Gladstone
7125,Bad Creek
7127,Wynoochee
7128,William F Matson Generating Station
7129,Thermalito Diverson Dam
7130,Puna
7131,Brandon Station
7132,Pine View Dam
7135,Whillock
7137,Grinnell
7138,Forked River
7145,Pleasant Hill
7146,Wading River
7147,Mill Creek 3
7151,Stony Gorge
7153,Hay Road
7155,Lime Creek
7158,Woodsdale
7159,Concord
7164,Waddell
7166,Murray
7168,Chester Lake
7169,Northway
7173,Barrow
7174,Gwitchyaa Zhee
7179,Headgate Rock
7182,Aniak
7183,Newhalen
7189,Whiskeytown
7190,Milner Hydro
7191,Tallassee Hydro Project
7200,Robert D Willis
7203,South Fond Du Lac
7210,Cope
7212,Darbytown
7213,Clover
7229,Black Butte
7231,Gianera
7232,Santa Clara Cogen
7233,Tesla
7237,Angus Anson
7238,Cane Island
7242,Polk
7246,Dam 2
7247,Watertown Power Plant
7250,Auke Bay
7259,Skookumchuck
7264,Miki Basin
7266,Woodland
7268,491 E 48th Street
7270,Paris (WI)
7277,Lincoln Combustion
7279,O'Shaughnessy Hydro
7281,Gardner Energy Center
7283,Paragould Turbine
7288,Sherman Avenue
7294,Central Energy Plant
7296,State Line Combined Cycle
7302,Hines Energy Complex
7304,Palmyra Municipal 2
7307,Redding Power
7314,Richard M Flynn
7315,Almond Power Plant
7317,Buffalo Bill
7318,Van Sant Station
7325,San Jacinto Steam Electric Station
7335,Richmond
7336,Anderson
7337,Florence
7338,Grizzly
7339,Wellington 2
7343,George Neal South
7345,University of Florida
7348,Robins
7350,Coyote Springs
7366,Lincoln Turbines
7367,Bradley Lake
7368,Geothermal 1
7369,Geothermal 2
7372,McPhee
7373,Towaoc
7376,Alliant Techsystems
7378,United Hospital
7380,Midulla Generating Station
7381,Searsburg Wind Turbine
7392,Poplar Bluff Generating Station
7393,Lakin Municipal
7396,Front Street
7397,Falling Spring
7398,Water Street Station
7399,Henry Station
7400,Salisbury City of
7405,Shelbina Power #1
7406,Shelbina Power #2
7408,Payson
7413,Short Mountain
7414,Thorne Bay Plant
7415,Lakefield Utilities
7425,Interstate
7427,Cowlitz Falls
7429,Edenton Generators
7431,Dalles Dam North Fishway Project
7432,Oxford (KS)
7437,Galena Electric Utility
7438,Church Street Plant
7439,Godwin Drive Plant
7440,VMEA 1 Credit Gen
7441,VMEA Peaking Gen
7447,Pratt 2
7449,Combustion Turbine Project No 2
7450,Alameda
7451,Lodi
7452,Roseville Power Plant #2
7456,Rathdrum
7458,Basalt
7462,Angoon
7463,Hoonah
7464,Kake
7467,Chilkat Valley
7469,Madison Utilities
7470,Marceline
7474,Upper Sterling
7479,North Road Peak
7480,Rowesville Rd Plant
7481,City Light & Water
7482,NSB Atqasuk Utility
7483,NSB Kaktovik Utility
7484,NSB Nuiqsut Utility
7485,NSB Point Hope Utility
7486,NSB Point Lay Utility
7487,NSB Anaktuvuk Pass
7488,NSB Wainwright Utility
7489,Lake Mendocino
7493,King Cove
7497,Croswell
7501,Princeton Wind Farm
7502,Dutch Harbor
7503,Unalaska Power Module
7504,Neil Simpson II
7505,Fergus Control Ctr
7507,Deadwood Creek
7508,Stone Creek
7511,McNary Dam Fish Attraction Project
7512,Arthur Von Rosenberg
7513,ReEnergy Fort Fairfield
7515,McPherson 3
7526,Solano Wind
7527,Carson Power Plant
7537,North Branch (WV)
7538,Wayne County Energy Complex
7541,Spirit Mountain
7545,Kaw Hydro
7546,Ponca City
7548,Causey
7549,Milwaukee County
7551,Procter & Gamble Power Plant
7552,Campbell Power Plant
7555,Nebraska City # 2
7556,State Farm
7575,Bowling Green
7576,Engle
7577,Jackson (OH)
7578,Napoleon
7579,Niles
7580,Wadsworth
7583,Talcville
7584,Panora
7588,H M Jackson
7593,El Vado Dam
7594,Belleville Dam
7595,Red Cedar
7603,Prospect Municipal
7604,St Francis Energy Facility
7605,River Road Gen Plant
7646,Monticello Dam
7652,US DOE Savannah River Site (D Area)
7657,Auglaize Hydro
7690,Pennsbury
7693,Anaheim GT
7697,Washington County Cogeneration Facility
7698,General Electric Plastic
7699,Tiger Bay
7701,Fairless Hills
7705,Girvin Landfill
7709,Dahlberg
7710,H Allen Franklin Combined Cycle
7715,Pea Ridge
7719,Meridian
7721,Theodore Cogen Facility
7722,Watts Bar Nuclear Plant
7723,Nymans Plant Microgrid
7725,Coffin Butte
7730,SECC
7737,Kapstone
7749,Essex
7751,Goat Lake Hydro
7752,Black Bear Lake
7754,Nodaway
7757,Chouteau
7758,South Plant (IA)
7759,Georgetown
7760,Tilton
7763,Henry County
7764,MPC Generating
7766,Erie Energy Center
7767,Bloomington Power Plant
7768,Sowega Power
7770,1515 S Caron Road
7771,Springview
7774,Cleveland Peaking
7775,Versailles Peaking
7776,Napoleon Peaking
7777,Dover Peaking
7778,Orrville Peaking
7779,Bryan Peaking
7780,Jackson Cntr Peaking
7781,Arcanum Peaking
7782,Hamilton Peaking
7783,Bowling Green Peaking
7784,Allegany Cogen
7789,Abiquiu Dam
7790,Bonanza
7791,Montpelier
7795,Custer Energy Center
7797,Dominion/Lo Mar
7798,Gateway Gen
7799,West Marinette 34
7805,Sherwood H Smith Jr Energy Complex
7806,Pine Street
7807,Hamilton Hydro
7810,Argyle
7813,Sewell Creek Energy
7814,Webb Forging
7818,Alsey
7820,Big Quinnesec 92
7821,Big Quinnesec 61
7822,Kaukauna City Hydro
7824,Rockwood
7825,Fulton (AR)
7826,Rowan
7827,Shelby North
7828,Shelby South
7829,Smarr Energy Center
