country,gem_location_id,gem_plant_name,other_names,local_name,state_province,latitude,longitude,operating_mw,retired_mw,units_operating,units_retired,units_other_status,wiki_url
India,L100000102582,Thoothukudi IBTPL power station,,Tuticorin TPP-II,Tamil Nadu,8.882745,78.053583,,300,0,2,1,https://www.gem.wiki/Thoothukudi_IBTPL_power_station
India,L100001061539,Thoothukudi TNPGCL power station,,,Tamil Nadu,8.761801,78.163355,,,0,0,1,https://www.gem.wiki/Thoothukudi_TNPGCL_power_station
India,L100000102288,Tilaiya Ultra Mega Power Project,,,Jharkhand,24.316667,85.6,,,0,0,6,https://www.gem.wiki/Tilaiya_Ultra_Mega_Power_Project
India,L100000102432,Tiroda Thermal Power Project,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Maharashtra,21.412502,79.96731,3300,,5,0,0,https://www.gem.wiki/Tiroda_Thermal_Power_Project
India,L100000102289,Tiruldih Power Project,,,Jharkhand,23.141111,85.957778,,,0,0,3,https://www.gem.wiki/Tiruldih_Power_Project
India,L100000102689,Titagarh power station,,,West Bengal,22.731974,88.370309,240,,4,0,0,https://www.gem.wiki/Titagarh_power_station
India,L100000102290,Tori power plant,,,Jharkhand,23.7073307,84.7738552,,,0,0,3,https://www.gem.wiki/Tori_power_plant
India,L100001046328,Torrent Power thermal power station,,,Madhya Pradesh,23.1152535,81.6986037,,,0,0,2,https://www.gem.wiki/Torrent_Power_thermal_power_station
India,L100000102433,Trombay power station,,,Maharashtra,19.0027,72.8979,750,150,2,1,1,https://www.gem.wiki/Trombay_power_station
India,L100000102550,Tulsyan Steel Gummidipoondi captive power station,,,Tamil Nadu,13.416421,80.056944,70,,2,0,0,https://www.gem.wiki/Tulsyan_Steel_Gummidipoondi_captive_power_station
India,L100000102584,Tuticorin NTPL power station,,,Tamil Nadu,8.760363,78.171083,1000,,2,0,0,https://www.gem.wiki/Tuticorin_NTPL_power_station
India,L100000102586,Tuticorin Smelter power station,,,Tamil Nadu,8.816981,78.0899754,,160,0,2,0,https://www.gem.wiki/Tuticorin_Smelter_power_station
India,L100000102587,Tuticorin Thermal Power Station,,,Tamil Nadu,8.762518,78.175976,1050,,5,0,0,https://www.gem.wiki/Tuticorin_Thermal_Power_Station
India,L100000102585,Tuticorin power station (Ind-Barath),,,Tamil Nadu,8.3959535,77.950861,,,0,0,2,https://www.gem.wiki/Tuticorin_power_station_(Ind-Barath)
India,L100000102190,Uchpinda power station,,,Chhattisgarh,21.8864,83.12081,1440,,4,0,0,https://www.gem.wiki/Uchpinda_power_station
India,L100000102588,Udangudi Super Critical Thermal Power Project,,,Tamil Nadu,8.434722,78.061111,,,0,0,6,https://www.gem.wiki/Udangudi_Super_Critical_Thermal_Power_Project
India,L100000102310,Udupi Cement Plant,,,Karnataka,13.3389,74.7451,,,0,0,1,https://www.gem.wiki/Udupi_Cement_Plant
India,L100000102311,Udupi power station,,,Karnataka,13.1596,74.8002,1200,,2,0,2,https://www.gem.wiki/Udupi_power_station
India,L100000102231,Ukai Thermal Power Station,,,Gujarat,21.2093,73.5574,1110,240,4,2,2,https://www.gem.wiki/Ukai_Thermal_Power_Station
India,L100000102074,Uppada power station,,,Andhra Pradesh,17.0587,82.3097,,,0,0,2,https://www.gem.wiki/Uppada_power_station
India,L100000102589,Uppur power station,,,Tamil Nadu,9.58299,78.90976,,,0,0,2,https://www.gem.wiki/Uppur_power_station
India,L100000102506,Utkal Smelter power station,,,Odisha,19.19549855,83.02993129,90,,3,0,0,https://www.gem.wiki/Utkal_Smelter_power_station
India,L100000102654,Utraula power station,,,Uttar Pradesh,27.34551453,82.31654526,90,,2,0,0,https://www.gem.wiki/Utraula_power_station
India,L100000102607,VBC Ferro Alloys Bodepalli plant,,,Telangana,18.242513,83.348215,,,0,0,2,https://www.gem.wiki/VBC_Ferro_Alloys_Bodepalli_plant
India,L100000102535,VS Lignite Plant,,,Rajasthan,27.8567,72.8577,135,,1,0,0,https://www.gem.wiki/VS_Lignite_Plant
India,L100000102075,Vadarevu Ultra Mega Power Project,,,Andhra Pradesh,15.808028,80.397348,,,0,0,5,https://www.gem.wiki/Vadarevu_Ultra_Mega_Power_Project
India,L100000102312,Vadlur power station,,"Raichur Surana, Raichur Steel power station",Karnataka,16.3015842,77.3615384,35,,1,0,2,https://www.gem.wiki/Vadlur_power_station
India,L100000102590,Vallur Thermal Power Plant,,,Tamil Nadu,13.237131,80.301754,1500,,3,0,0,https://www.gem.wiki/Vallur_Thermal_Power_Plant
India,L100000102313,Vantamuri power station,,,Karnataka,16.23,74.6,,,0,0,1,https://www.gem.wiki/Vantamuri_power_station
India,L100001000106,Vellaturu power station,,,Telangana,16.719444,79.998611,,,0,0,2,https://www.gem.wiki/Vellaturu_power_station
India,L100000102076,Vemavaram power station,,,Andhra Pradesh,16.317475,81.096252,,,0,0,2,https://www.gem.wiki/Vemavaram_power_station
India,L100000102434,Vidarbha thermal power station,,,Maharashtra,20.822194,78.487208,,,0,0,2,https://www.gem.wiki/Vidarbha_thermal_power_station
India,L100000102077,Vijayawada Thermal Power Station (IGCC),,,Andhra Pradesh,16.5973,80.5382,,,0,0,1,https://www.gem.wiki/Vijayawada_Thermal_Power_Station_(IGCC)
India,L100000102314,Vijaynagar (KPCL) power station,,,Karnataka,15.325,76.465,,,0,0,2,https://www.gem.wiki/Vijaynagar_(KPCL)_power_station
India,L100000102078,Vikas Power thermal plant,,,Andhra Pradesh,14.288601,80.124848,,,0,0,4,https://www.gem.wiki/Vikas_Power_thermal_plant
India,L100000102232,Vilayat Caustic power station,,,Gujarat,21.77775308,72.90249713,90,,3,0,0,https://www.gem.wiki/Vilayat_Caustic_power_station
India,L100000102371,Vindhyachal power station,,,Madhya Pradesh,24.0983,82.6719,4760,,13,0,0,https://www.gem.wiki/Vindhyachal_power_station
India,L100000102291,Visa Power Jharkhand project,,,Jharkhand,22.74199,85.872574,,,0,0,1,https://www.gem.wiki/Visa_Power_Jharkhand_project
India,L100000102079,Visakhapatnam Sarda power station,,,Andhra Pradesh,17.72024591,83.27173172,84,,1,0,0,https://www.gem.wiki/Visakhapatnam_Sarda_power_station
India,L100000102080,Vizag Kaizen power station,,,Andhra Pradesh,17.563642,83.138877,,,0,0,1,https://www.gem.wiki/Vizag_Kaizen_power_station
India,L100000102081,Vizag Simhadri power station,,,Andhra Pradesh,17.636926,83.193133,50,,1,0,0,https://www.gem.wiki/Vizag_Simhadri_power_station
India,L100000102082,Vizag Steel Plant power station,,,Andhra Pradesh,17.606547,83.196713,315,,5,0,0,https://www.gem.wiki/Vizag_Steel_Plant_power_station
India,L100000102083,Vizag Thermal Power Plant,,,Andhra Pradesh,17.563642,83.138877,1040,,2,0,0,https://www.gem.wiki/Vizag_Thermal_Power_Plant
India,L100000102233,Wanakbori Thermal Power Station,,,Gujarat,22.8725375,73.3588028,2270,,8,0,0,https://www.gem.wiki/Wanakbori_Thermal_Power_Station
India,L100000102435,Waral power station,,,Maharashtra,19.521033,75.009818,,,0,0,1,https://www.gem.wiki/Waral_power_station
India,L100000102436,Wardha Warora Power Plant,,,Maharashtra,20.272443,78.978916,540,,4,0,1,https://www.gem.wiki/Wardha_Warora_Power_Plant
India,L100000102437,Wardha Works power station,,,Maharashtra,20.70894935,78.62815063,80,,2,0,0,https://www.gem.wiki/Wardha_Works_power_station
India,L100000102372,Welspun Amla power station,,,Madhya Pradesh,21.9233,78.129158,,,0,0,1,https://www.gem.wiki/Welspun_Amla_power_station
India,L100000102292,Welspun Energy Parbahal Thermal Power Plant,,,Jharkhand,23.453168,86.3134,,,0,0,1,https://www.gem.wiki/Welspun_Energy_Parbahal_Thermal_Power_Plant
India,L100000102656,Welspun Ghazipur project,,,Uttar Pradesh,25.591721,83.319183,,,0,0,1,https://www.gem.wiki/Welspun_Ghazipur_project
India,L100000102438,Welspun Maxsteel power station,,,Maharashtra,18.530398,72.92038,,,0,0,1,https://www.gem.wiki/Welspun_Maxsteel_power_station
India,L100000102374,Welspun Mega Industrial & Energy Park,,,Madhya Pradesh,24.505894,81.496468,,,0,0,2,https://www.gem.wiki/Welspun_Mega_Industrial_&_Energy_Park
India,L100000102084,West Godavari Super Thermal Power Station,,,Andhra Pradesh,17.409651,82.714788,,,0,0,6,https://www.gem.wiki/West_Godavari_Super_Thermal_Power_Station
India,L100000102440,West Khasi Hills power station,,,Meghalaya,25.491579,91.269847,,,0,0,2,https://www.gem.wiki/West_Khasi_Hills_power_station
India,L100000102608,Yadadri power station,,,Telangana,16.708219,79.581184,1600,,2,0,3,https://www.gem.wiki/Yadadri_power_station
India,L100000102315,Yermarus power station,,Vadloor Power Station,Karnataka,16.295261,77.35612,1600,,2,0,0,https://www.gem.wiki/Yermarus_power_station
India,L100000102536,Zawar Mines power station,,,Rajasthan,24.34979568,73.74862066,80,,1,0,0,https://www.gem.wiki/Zawar_Mines_power_station
Italy,L100000102860,Andrea Palladio power station,,Fusina power station,Veneto,45.4314,12.2468,,976,0,4,0,https://www.gem.wiki/Andrea_Palladio_power_station
Italy,L100000102851,Brescia power station,,,Lombardy,45.516389,10.212222,,75,0,1,0,https://www.gem.wiki/Brescia_power_station
Italy,L100000102841,Brindisi Nord power station,,,Apulia,40.644119,17.980801,,1280,0,4,0,https://www.gem.wiki/Brindisi_Nord_power_station
Italy,L100000102842,Brindisi Sud power station,,"Federico 3 (Unit 2), Federico 2 (Unit 1), Federico 5 (Unit 4), Federico 4 (Unit 3), Federico II",Apulia,40.563636,18.032206,,2640,0,4,0,https://www.gem.wiki/Brindisi_Sud_power_station
Italy,L100000102848,Enel Genova power station,,,Liguria,44.402696,8.904247,,295,0,3,0,https://www.gem.wiki/Enel_Genova_power_station
Italy,L100000104405,Eurallumina power station,,,Carbonia-Iglesias,39.206886,8.396481,,,0,0,1,https://www.gem.wiki/Eurallumina_power_station
Italy,L100000102856,Fiume Santo power station,,,Sardegna,40.846447,8.307164,640,,2,0,1,https://www.gem.wiki/Fiume_Santo_power_station
Italy,L100000102849,La Spezia power station,,,Liguria,44.112151,9.8842,,600,0,1,0,https://www.gem.wiki/La_Spezia_power_station
Italy,L100000102846,Monfalcone power station,,,Friuli-Venezia Giulia,45.7979,13.5455,,336,0,2,1,https://www.gem.wiki/Monfalcone_power_station
Italy,L100000102852,Ottana power plant,,,Nuoro,40.233555,9.03855,,,0,0,1,https://www.gem.wiki/Ottana_power_plant
Italy,L100000104723,Pietrafitta power station,,,Perugia,42.9954,12.1995,,68,0,2,0,https://www.gem.wiki/Pietrafitta_power_station
Italy,L100000102859,Pietro Vannucci power station,,Bastardo power station,Umbria,42.896993,12.538264,,150,0,2,0,https://www.gem.wiki/Pietro_Vannucci_power_station
Italy,L100000102850,Piombino power station,,,Livorno,42.916667,10.533333,,,0,0,1,https://www.gem.wiki/Piombino_power_station
Italy,L100000102861,Porto Marghera Enel power station,,,Veneto,45.459395,12.231839,,140,0,2,0,https://www.gem.wiki/Porto_Marghera_Enel_power_station
Italy,L100000102855,Porto Tolle power station,,,Rovigo,44.94968,12.32452,,,0,0,3,https://www.gem.wiki/Porto_Tolle_power_station
Italy,L100000102845,Rossano Calabro power station,,,Cosenza,39.622666,16.606747,,,0,0,1,https://www.gem.wiki/Rossano_Calabro_power_station
Italy,L100000102843,Saline Joniche Power Station,,,Calabria,37.934933,15.725,,,0,0,2,https://www.gem.wiki/Saline_Joniche_Power_Station
Italy,L100000400436,Santa Barbara power station,,Santa Barbara Enel power station,Arezzo,43.565,11.4777,,250,0,2,0,https://www.gem.wiki/Santa_Barbara_power_station
Italy,L100000102844,Sulcis power station,,,Carbonia-Iglesias,39.197631,8.401494,590,,2,0,1,https://www.gem.wiki/Sulcis_power_station
Italy,L100000102854,Torrevaldaliga Nord power station,,,Rome,42.1269,11.7583,,1980,0,3,0,https://www.gem.wiki/Torrevaldaliga_Nord_power_station
Italy,L100000102858,Vado Ligure power station,,,Savona,44.2755,8.4305,,980,0,3,1,https://www.gem.wiki/Vado_Ligure_power_station
Japan,L100000102908,Akita power station,,,Tohoku,39.718611,140.1025,,,0,0,2,https://www.gem.wiki/Akita_power_station
Japan,L100000102912,Ako Cement Plant power station,住友大阪セメント 赤穂工場,Sumitomo Osaka Cement Ako Factory power station,Kansai,34.752983,134.364278,102.5,,1,0,0,https://www.gem.wiki/Ako_Cement_Plant_power_station
Japan,L100000102913,Ako power station,,,Kansai,34.751667,134.393056,,,0,0,2,https://www.gem.wiki/Ako_power_station
Japan,L100000102920,Chiba-Sodegaura power station,,,Kantō,35.433333,139.973635,,,0,0,2,https://www.gem.wiki/Chiba-Sodegaura_power_station
Japan,L100000102880,Chogoku Air Water Yamaguchi co-fire power station,防府バイオマス・石炭混焼発電所,"Hofu power station, Hofu biomass-coal mixed power plant",Chūgoku,34.0425,131.584785,112,,1,0,0,https://www.gem.wiki/Chogoku_Air_Water_Yamaguchi_co-fire_power_station
Japan,L100000104622,Daicel Otake power station,ダイセル 大竹工場,Daicel Ohtake power station,Chūgoku,34.214866,132.241965,88.5,,2,0,0,https://www.gem.wiki/Daicel_Otake_power_station
Japan,L100000104855,Daio Mishima Mill power station,"大王製紙 三島工場, 三島工場バイオマス発電設, 大王製紙株式会社",,Shikoku,33.98952,133.5512,356,,5,0,0,https://www.gem.wiki/Daio_Mishima_Mill_power_station
Japan,L100000102933,Gushikawa power station,具志川発電所,,Kyūshū,26.379235,127.875742,312,,2,0,0,https://www.gem.wiki/Gushikawa_power_station
Japan,L100000102958,Hachinohe Mill power station,"エム・ピー・エム・王子エコエネルギー株式会社, 三菱製紙（株）八戸工場","MPM Oji Eco Energy Biomass Power Plant, Hachinohe Eco-Energy Cogen Power Station",Tōhoku,40.567959,141.478536,,90,0,2,0,https://www.gem.wiki/Hachinohe_Mill_power_station
Japan,L100000102959,Haramachi power station,原町発電所,,Tohoku,37.665675,141.014758,2000,,2,0,0,https://www.gem.wiki/Haramachi_power_station
Japan,L100000102870,Hekinan power station,碧南発電所,,Chūbu,34.834612,136.959336,4100,,5,0,0,https://www.gem.wiki/Hekinan_power_station
Japan,L100000104537,Hibikinada Thermal Power Station,響灘火力発電所,"Hibikinada IDI Power Station, Hibikinada Coal and Biomass Power Plant, Orix Hibikinada",Kyūshū,33.94,130.830563,,112,0,1,0,https://www.gem.wiki/Hibikinada_Thermal_Power_Station
Japan,L100000102934,Hibikinida Biomass power station,ひびき灘・バイオマス発電所,Hibikinida Coal-Biomass power station,Kyūshū,33.94,130.790307,112,,1,0,0,https://www.gem.wiki/Hibikinida_Biomass_power_station
Japan,L100000102974,Hikari Works power station,日鉄ステンレス 山口製造所 光エリア,Nippon Steel Stainless Steel Yamaguchi Works Hikari Area,Chūgoku,33.96012644,131.9298179,106,,2,0,0,https://www.gem.wiki/Hikari_Works_power_station
Japan,L100000102914,Hirohata Works power station,日本製鉄 広畑製鉄所,Nippon Steel Hirohata Works power station,Kansai,34.787808,134.623711,298,,2,0,0,https://www.gem.wiki/Hirohata_Works_power_station
Japan,L100000102961,Hirono power station,広野発電所,"IGCC広野発電所 (IGCC), IGCC Hirono (IGCC)",Tohoku,37.232652,141.013799,1743,,3,0,0,https://www.gem.wiki/Hirono_power_station
Japan,L100000102921,Hitachinaka Generation,常陸那珂共同火力発電所,Hitachinaka Joint Thermal Power Station Unit 1,Kantō,36.4368,140.6138,650,,1,0,0,https://www.gem.wiki/Hitachinaka_Generation
Japan,L100000102922,Hitachinaka power station,常陸那珂発電所,,Kantō,36.4368,140.6138,2000,,2,0,0,https://www.gem.wiki/Hitachinaka_power_station
Japan,L100000104856,Hofu Energy Service power station,防府第二パワーステーション,"Hofu No. 2 power station, Hofu Daini power station",Chūgoku,34.03945,131.58447,36,,1,0,0,https://www.gem.wiki/Hofu_Energy_Service_power_station
Japan,L100000102923,Ichihara coal proposal,,,Kantō,35.5,140.116667,,,0,0,1,https://www.gem.wiki/Ichihara_coal_proposal
Japan,L100000102935,Ishikawa power station,石川発電所,Ishikawa J-Power power station,Kyūshū,26.430697,127.842287,312,,2,0,0,https://www.gem.wiki/Ishikawa_power_station
Japan,L100000102948,Ishinomaki Mill power station,"日本製紙 石巻工場, 日本製紙株式会社, 石巻工場",Nippon Paper (NPI) Ishinomaki Mill 8-6,Miyagi,38.41883,141.291733,98,,1,0,0,https://www.gem.wiki/Ishinomaki_Mill_power_station
Japan,L100000102924,Isogo power station,"磯子発電所, Shin Isogo power station",,Kantō,35.402755,139.642852,1200,,2,0,0,https://www.gem.wiki/Isogo_power_station
Japan,L100000104728,Isogo power station (original),,,Kantō,35.402755,139.642852,,530,0,2,0,https://www.gem.wiki/Isogo_power_station_(original)
Japan,L100000102871,Itoigawa power station,糸魚川発電所,,Chūbu,37.015262,137.791039,149,,1,0,0,https://www.gem.wiki/Itoigawa_power_station
Japan,L100000102962,Iwaki power station,,,Tōhoku,37.0505,140.887722,,,0,0,1,https://www.gem.wiki/Iwaki_power_station
Japan,L100000104803,Iwakuni Mill power station,日本製紙 岩国工場,,Chūgoku,34.176399,132.235421,35,,1,0,0,https://www.gem.wiki/Iwakuni_Mill_power_station
Japan,L100000102949,Iwanuma Mill power station,"日本製紙株式会社岩沼工場, 日本製紙 岩沼工場, 岩沼工場","Nippon Paper (NPI) Iwanuma Mill 6-6 (Unit 4), Nippon Paper (NPI) Iwanuma Mill 4-3 (Unit 3), Nippon Paper (NPI) Iwanuma Mill power station",Tōhoku,38.0897829,140.8607769,110.8,55,2,1,0,https://www.gem.wiki/Iwanuma_Mill_power_station
Japan,L100000102952,J-POWER Tachibana-wan power station,橘湾発電所 電源開発,Tachibanawan J-Power power station,Shikoku,33.858577,134.651346,2100,,2,0,0,https://www.gem.wiki/J-POWER_Tachibana-wan_power_station
Japan,L100000102926,KEPCO Chiba power station,,,Kantō,35.605,140.123333,,,0,0,1,https://www.gem.wiki/KEPCO_Chiba_power_station
Japan,L100000102882,Kaita power station,海田発電所,"Kaida, Hiroshima Gas plant, Kaita biomass blending",Chūgoku,34.365086,132.5253,112,,1,0,0,https://www.gem.wiki/Kaita_power_station
Japan,L100000102963,Kamaishi Works power station,日本製鉄 釜石製鐵所,Nippon Steel (NSC) Kamaishi Works,Tohoku,39.268586,141.876928,149,,1,0,0,https://www.gem.wiki/Kamaishi_Works_power_station
Japan,L100000102925,Kamisu power station,かみすパワー,Kamisu Thermal,Kantō,35.907407,140.70643,112,,1,0,0,https://www.gem.wiki/Kamisu_power_station
Japan,L100000102936,Karita power station,苅田発電所,Kanda power station,Kyūshū,33.787223,130.998863,,360,0,1,0,https://www.gem.wiki/Karita_power_station
Japan,L100000104889,Kashima Works power station,鹿島パワー,"Kashima power station No. 2, Kashima Iron Works power station, Kashima No.2, East Japan Steel Works power station",Kantō,35.947067,140.688737,645,,1,0,0,https://www.gem.wiki/Kashima_Works_power_station
Japan,L100000102937,Kin power station,金武発電所,,Kyūshū,26.446606,127.921757,440,,2,0,0,https://www.gem.wiki/Kin_power_station
Japan,L100000102915,Kobe power station,神戸発電所,"Shinko Kobe power station, Kobo Works",Kansai,34.703167,135.239426,2700,,4,0,0,https://www.gem.wiki/Kobe_power_station
Japan,L100000102930,Kochi Cement Plant power station,住友大阪セメント 高知工場,Sumitomo Osaka Cement Koichi power station,Shikoku,33.40335,133.302242,122,,2,0,0,https://www.gem.wiki/Kochi_Cement_Plant_power_station
Japan,L100000104753,Kureha Iwaki Factory power station,クレハ いわき事業所,,Tohoku,36.902367,140.777242,45,,1,0,0,https://www.gem.wiki/Kureha_Iwaki_Factory_power_station
Japan,L100000102899,Kushiro Mill Npi power station,日本製紙 釧路工場,,Hokkaido,43.006634,144.35858,145,,2,0,0,https://www.gem.wiki/Kushiro_Mill_Npi_power_station
Japan,L100000102900,Kushiro power station,釧路火力発電所,Kushiro Thermal Power Plant,Hokkaido,42.961628,144.405519,112,,1,0,0,https://www.gem.wiki/Kushiro_power_station
Japan,L100000104759,MCM HQ Energy Center power station,MCM本社エネルギーセンター,Mazda Hiroshima headquarters plant,Chūgoku,34.019107,131.51354,43,,1,0,0,https://www.gem.wiki/MCM_HQ_Energy_Center_power_station
Japan,L100000102966,Maeda-Ofunato power station,,,Tōhoku,39.068,141.725222,,,0,0,1,https://www.gem.wiki/Maeda-Ofunato_power_station
Japan,L100000102917,Maizuru power station,舞鶴発電所,,Kansai,35.52541,135.345587,1800,,2,0,0,https://www.gem.wiki/Maizuru_power_station
Japan,L100000104800,Marusumi Paper Ohe Mill power station,"丸住製紙 大江工場, 丸住製紙（株） 守衛所大江工場, 丸住製紙株式会社",,Shikoku,34.008364,133.554393,74,,2,0,0,https://www.gem.wiki/Marusumi_Paper_Ohe_Mill_power_station
Japan,L100000102938,Matsushima power station,松島発電所,"GENESIS松島計画 (New Unit 2), GENESIS Matsushima Project (New Unit 2)",Kyūshū,32.940027,129.597169,,1000,0,2,1,https://www.gem.wiki/Matsushima_power_station
Japan,L100000102940,Matsuura J-POWER power station,松浦発電所 電源開発,,Kyūshū,33.356383,129.692033,2000,,2,0,0,https://www.gem.wiki/Matsuura_J-POWER_power_station
Japan,L100000102939,Matsuura Kyushu power station,九州電力 松浦発電所,"Matsuura power station, Matsuura No.2 (Unit 2)",Kyūshū,33.350364,129.683244,1700,,2,0,0,https://www.gem.wiki/Matsuura_Kyushu_power_station
Japan,L100000102872,Meinan Kyodo Energy power station,名南共同エネルギー,,Chūbu,34.98680661,136.8514528,31,,1,0,0,https://www.gem.wiki/Meinan_Kyodo_Energy_power_station
Japan,L100000102893,Miike Mine power station,,,Kyūshū,33.6,130.583333,,47.5,0,1,0,https://www.gem.wiki/Miike_Mine_power_station
Japan,L100000102941,Miike power station,三池火力発電所,,Kyūshū,33.008268,130.421636,175,,1,0,0,https://www.gem.wiki/Miike_power_station
Japan,L100000102894,Mikawa power station,"株式会社シグマパワー有明 三川発電所(バイオマス), 三川発電所",Omuta City Next Generation Energy Park – Omuta and Mikawa,Kyūshū,33.019859,130.422645,,47.5,0,1,0,https://www.gem.wiki/Mikawa_power_station
Japan,L100000102883,Misumi power station,三隅発電所,Misumi No.2 (Unit 2),Chūgoku,34.780789,131.921768,2000,,2,0,0,https://www.gem.wiki/Misumi_power_station
Japan,L100000102898,Mitsubishi Chemical Hiroshima Factory power station,三菱ケミカル 広島事業所,,Chūgoku,34.22531,132.2351312,73,,1,0,0,https://www.gem.wiki/Mitsubishi_Chemical_Hiroshima_Factory_power_station
Japan,L100000104801,Mitsubishi Materials Kyushu Plant power station,三菱マテリアル 九州工場,,Kyūshū,33.800472,130.990241,115,,2,0,0,https://www.gem.wiki/Mitsubishi_Materials_Kyushu_Plant_power_station
Japan,L100000102884,Mizushima MZ power station,水島MZ発電所,Mizushima Energy Center,Chūgoku,34.583333,133.766667,112,,1,0,0,https://www.gem.wiki/Mizushima_MZ_power_station
Japan,L100000102885,Mizushima power station,水島発電所,,Chūgoku,34.507803,133.7445,,156,0,1,0,https://www.gem.wiki/Mizushima_power_station
Japan,L100000102903,NSC Muroran Works power station,日本製鉄 室蘭製鐵所,,Hokkaido,42.350715,140.992951,145,,1,0,0,https://www.gem.wiki/NSC_Muroran_Works_power_station
Japan,L100000102873,Nagoya power station,中山名古屋発電所,"Nakayama Nagoya power station, Nakayama Nagoya power station 2 (Unit 2)",Chūbu,34.843989,136.926917,259,,2,0,0,https://www.gem.wiki/Nagoya_power_station
Japan,L100000102902,Naie power station,奈井江発電所,,Hokkaido,43.422257,141.844158,,350,0,2,0,https://www.gem.wiki/Naie_power_station
Japan,L100000102967,Nakoso power station,勿来発電所,"IGCC Nakoso (IGCC), IGCC勿来発電所 (IGCC)",Tohoku,36.9128,140.8128,1975,250,4,1,0,https://www.gem.wiki/Nakoso_power_station
Japan,L100000102875,Nanao-Ota Shinko power station,七尾大田発電所,"Nanao-Ota power station, Rikuden NanaoOta thermal Power Station",Chūbu,37.066393,137.003701,1200,,2,0,0,https://www.gem.wiki/Nanao-Ota_Shinko_power_station
Japan,L100000102886,Nanyo Complex power station,東ソー 南陽事業所第2発電所,"No. 2 power station, Tosoh Nanyo Complex",Chūgoku,34.055538,131.757956,630,,4,0,0,https://www.gem.wiki/Nanyo_Complex_power_station
Japan,L100000102953,Niihama Nishi power station,住友共同電力 新居浜西発電所,,Shikoku,33.954611,133.249236,300,,3,0,0,https://www.gem.wiki/Niihama_Nishi_power_station
Japan,L100000102909,Nippon Paper Akita power station,,,Tōhoku,39.7417,140.058588,,,0,0,1,https://www.gem.wiki/Nippon_Paper_Akita_power_station
Japan,L100000102928,Nippon Steel (NSC) Kashima Works power station,日本製鉄 鹿島製鐵所,,Kantō,35.947067,140.688737,522,,1,0,0,https://www.gem.wiki/Nippon_Steel_(NSC)_Kashima_Works_power_station
Japan,L100000102942,Nippon Steel Oita Works power station,日本製鉄 九州製鐵所,"Oita Iron Works, Oita IPP power station",Kyūshū,33.269064,131.649396,330,,1,0,0,https://www.gem.wiki/Nippon_Steel_Oita_Works_power_station
Japan,L100000102950,Nobeoka power station,旭化成エヌエスエネルギー 延岡発電所,"Nobeoka Plant power station, Asahi Kasei NS Energy power station",Kyūshū,32.5733197,131.6718355,110,,2,0,0,https://www.gem.wiki/Nobeoka_power_station
Japan,L100000102910,Noshiro power station,能代発電所,Noshiro No.3 (Unit 3),Tohoku,40.191016,139.989632,1800,,3,0,0,https://www.gem.wiki/Noshiro_power_station
Japan,L100000102954,Nyugawa power station,住友共同電力 壬生川発電所,Mibugawa Rebuild power station,Shikoku,33.933984,133.115368,250,,1,0,0,https://www.gem.wiki/Nyugawa_power_station
Japan,L100000104729,Omura power station,,,Kyūshū,32.968973,129.931882,,222,0,2,0,https://www.gem.wiki/Omura_power_station
Japan,L100000104554,Onahama power station,,,Tōhoku,36.947785,140.893703,,,0,0,2,https://www.gem.wiki/Onahama_power_station
Japan,L100000102887,Osaki CoolGen Project,大崎クールジェン,Osaki Cool Gen,Chūgoku,34.25914,132.872325,166,,1,0,0,https://www.gem.wiki/Osaki_CoolGen_Project
Japan,L100000102888,Osaki power station,大崎発電所,,Chūgoku,34.259035,132.873166,,259,0,1,0,https://www.gem.wiki/Osaki_power_station
Japan,L100000102944,Reihoku power station,苓北発電所,,Kyūshū,32.485132,130.042115,1400,,2,0,0,https://www.gem.wiki/Reihoku_power_station
Japan,L100000104731,Rengo Kanazu Mill power station,レンゴー 金津工場,"Kanatsu Mill, Rengo Kanazu Mill 2-4",Fukui,36.213143,136.241349,37.8,,1,0,0,https://www.gem.wiki/Rengo_Kanazu_Mill_power_station
Japan,L100000102955,Saijo power station,西条発電所,"Saijo New No.1 (Unit 1 Replacement), Shin Saijo power station",Shikoku,33.933074,133.168575,750,156,2,1,0,https://www.gem.wiki/Saijo_power_station
Japan,L100000102969,Sakata Kyodo power station,酒田共同火力,,Tohoku,38.967373,139.832175,700,,2,0,0,https://www.gem.wiki/Sakata_Kyodo_power_station
Japan,L100000104434,Sendai Takamatsu power station,,,Tōhoku,38.268222,140.869417,,,0,0,1,https://www.gem.wiki/Sendai_Takamatsu_power_station
Japan,L100000104730,Sendai Tohoku power station,,,Tōhoku,38.317812,141.074494,,525,0,3,0,https://www.gem.wiki/Sendai_Tohoku_power_station
Japan,L100000102964,Sendai power station,仙台パワーステーション,,Tohoku,38.26812,141.009193,112,,1,0,0,https://www.gem.wiki/Sendai_power_station
Japan,L100000102956,Shikoku Tachibana-wan power station,橘湾発電所,,Shikoku,33.864231,134.654624,700,,1,0,0,https://www.gem.wiki/Shikoku_Tachibana-wan_power_station
